reference,source,sentence_raw,construction,verb,dependency,final_input
ICNALE,naturalistic_data_L2_speech,"First of all,if college children do the parttime job,it can help children's earn a living and because they are dependent on their families for financing their stud studies.",8,finance,verb dobj,"verb dobj [SEP] finance [SEP] First of all,if college children do the parttime job,it can help children's earn a living and because they are dependent on their families for financing their stud studies."
ICNALE,naturalistic_data_L2_speech,"If I couldn't get rid of the protest from this,then I can't be independent.",0,be,advcl punct advmod nsubj aux neg verb acomp punct,"advcl punct advmod nsubj aux neg verb acomp punct [SEP] be [SEP] If I couldn't get rid of the protest from this,then I can't be independent."
ICNALE,naturalistic_data_L2_speech,"First,uh,it's a good opportunity for you to communicate with the society and to communicate with other peoples,because,uh,college students study only in the college and you don't have the opportunity to communicate with the society and parttime job offer you earn opportunity to communicate with the society and,uh,besides the parttime job also offered you a chance to learn more about yourself and it can help you to find out what you really like and which kind of profession you really want to be.",7,learn,aux verb dobj,"aux verb dobj [SEP] learn [SEP] First,uh,it's a good opportunity for you to communicate with the society and to communicate with other peoples,because,uh,college students study only in the college and you don't have the opportunity to communicate with the society and parttime job offer you earn opportunity to communicate with the society and,uh,besides the parttime job also offered you a chance to learn more about yourself and it can help you to find out what you really like and which kind of profession you really want to be."
ICNALE,naturalistic_data_L2_speech,"Another reason is that when you take parttime jobs,you will get paid and that will help you in your financial issues.",8,take,advmod nsubj verb dobj,"advmod nsubj verb dobj [SEP] take [SEP] Another reason is that when you take parttime jobs,you will get paid and that will help you in your financial issues."
ICNALE,naturalistic_data_L2_speech,"Uh,in the modern society,almost everyone has the certification of college,but not everyone,uh,can be,uh,can be chosen to the very very good,very grand com company,because they lack they have lack of social experience and,uh,if you take a parttime job,you can expand your horizon and you can you can learn you'll learn to how to get along with,uh,with others and you will learn how you will learn to improve your social ability,your working abilities and so...",8,learn,nsubj aux verb ccomp,"nsubj aux verb ccomp [SEP] learn [SEP] Uh,in the modern society,almost everyone has the certification of college,but not everyone,uh,can be,uh,can be chosen to the very very good,very grand com company,because they lack they have lack of social experience and,uh,if you take a parttime job,you can expand your horizon and you can you can learn you'll learn to how to get along with,uh,with others and you will learn how you will learn to improve your social ability,your working abilities and so..."
ICNALE,naturalistic_data_L2_speech,"So,uh,some some of us maybe come from a a completely poor family and we have to,uh,fight for ourselves.",4,come,advmod punct intj punct nsubj advmod verb prep cc conj,"advmod punct intj punct nsubj advmod verb prep cc conj [SEP] come [SEP] So,uh,some some of us maybe come from a a completely poor family and we have to,uh,fight for ourselves."
ICNALE,naturalistic_data_L2_speech,"So I don't want to do the parttime job,but uh in the future,I will do it because I think it will uh because it will uh make my uh ability improve my ability and uh uh make me more uh practice to do the...",8,want,advmod nsubj aux neg verb xcomp punct cc conj,"advmod nsubj aux neg verb xcomp punct cc conj [SEP] want [SEP] So I don't want to do the parttime job,but uh in the future,I will do it because I think it will uh because it will uh make my uh ability improve my ability and uh uh make me more uh practice to do the..."
ICNALE,naturalistic_data_L2_speech,They can put put what they have learnt into practice and know their strong and weak points so that they can improve their studies and personalities which are beneficial in their later life.,1,put,verb ccomp,verb ccomp [SEP] put [SEP] They can put put what they have learnt into practice and know their strong and weak points so that they can improve their studies and personalities which are beneficial in their later life.
ICNALE,naturalistic_data_L2_speech,"I have said that I agree with this opinion,but it will it was a disadvantage as,uh,for example,e I am I am now a master in university,so I have in school I have a lot of a reports and a speech,so I in the parttime take take up my uh spare time I haven't I I haven't enough time to finish my report and the speech to print complete print to compare my it's also uh can't as we can't I can't I can't have any good for sleep and rest.",8,finish,aux verb dobj,"aux verb dobj [SEP] finish [SEP] I have said that I agree with this opinion,but it will it was a disadvantage as,uh,for example,e I am I am now a master in university,so I have in school I have a lot of a reports and a speech,so I in the parttime take take up my uh spare time I haven't I I haven't enough time to finish my report and the speech to print complete print to compare my it's also uh can't as we can't I can't I can't have any good for sleep and rest."
ICNALE,naturalistic_data_L2_speech,"Maybe,you are right;however,earning pocket money on his own account that not only can teach college students how to handle his finance finances but also can help them to develop greater independence.",2,teach,mark preconj aux verb dobj xcomp,"mark preconj aux verb dobj xcomp [SEP] teach [SEP] Maybe,you are right;however,earning pocket money on his own account that not only can teach college students how to handle his finance finances but also can help them to develop greater independence."
ICNALE,naturalistic_data_L2_speech,"So,um,we don't we don't know how to use it creatively.",8,use,advmod aux verb dobj advmod,"advmod aux verb dobj advmod [SEP] use [SEP] So,um,we don't we don't know how to use it creatively."
ICNALE,naturalistic_data_L2_speech,"So I don't want to do the parttime job,but uh in the future,I will do it because I think it will uh because it will uh make my uh ability improve my ability and uh uh make me more uh practice to do the...",9,make,intj intj verb ccomp,"intj intj verb ccomp [SEP] make [SEP] So I don't want to do the parttime job,but uh in the future,I will do it because I think it will uh because it will uh make my uh ability improve my ability and uh uh make me more uh practice to do the..."
ICNALE,naturalistic_data_L2_speech,I think it's very important for our university students to take parttime jobs during these days and there are basically three reasons.,3,be,expl verb advmod attr,expl verb advmod attr [SEP] be [SEP] I think it's very important for our university students to take parttime jobs during these days and there are basically three reasons.
ICNALE,naturalistic_data_L2_speech,"I think there are many benefits,uh;university students can get from taking a parttime job.",8,think,nsubj verb ccomp,"nsubj verb ccomp [SEP] think [SEP] I think there are many benefits,uh;university students can get from taking a parttime job."
ICNALE,naturalistic_data_L2_speech,"It has been a contending to that there are downsides and upsides to having a part job,ah,while,a,still studying.",7,study,mark nsubj punct advmod verb,"mark nsubj punct advmod verb [SEP] study [SEP] It has been a contending to that there are downsides and upsides to having a part job,ah,while,a,still studying."
ICNALE,naturalistic_data_L2_speech,"Parttime jobs can make them adjusted to the society gradually,and I think we should have parttime jobs experience in the whole college.",8,have,nsubj aux verb dobj,"nsubj aux verb dobj [SEP] have [SEP] Parttime jobs can make them adjusted to the society gradually,and I think we should have parttime jobs experience in the whole college."
ICNALE,naturalistic_data_L2_speech,"Though parttime job may bring you some social experience,but I think you can gain it after you graduate.",7,graduate,mark nsubj verb,"mark nsubj verb [SEP] graduate [SEP] Though parttime job may bring you some social experience,but I think you can gain it after you graduate."
ICNALE,naturalistic_data_L2_speech,"And the third third,I think uh after doing some parttime jobs,we can get some financial reward and some which is uh which can help to unload our family's financial advantage.",8,unload,aux verb dobj,"aux verb dobj [SEP] unload [SEP] And the third third,I think uh after doing some parttime jobs,we can get some financial reward and some which is uh which can help to unload our family's financial advantage."
ICNALE,naturalistic_data_L2_speech,"I disagree because some students don't have much after having enough time to study and they don't have much leisure time to spend so if you if they should take the parttime job,they may have less time to spend on their study.",8,have,advcl punct nsubj aux verb dobj punct,"advcl punct nsubj aux verb dobj punct [SEP] have [SEP] I disagree because some students don't have much after having enough time to study and they don't have much leisure time to spend so if you if they should take the parttime job,they may have less time to spend on their study."
ICNALE,naturalistic_data_L2_speech,"So,we can uh cut burden of family uh by taking a parttime job and secondly,it can increase our experience and uh I think it's it's a good thing to um have such experience before we have a really job.",8,have,aux intj verb dobj advcl,"aux intj verb dobj advcl [SEP] have [SEP] So,we can uh cut burden of family uh by taking a parttime job and secondly,it can increase our experience and uh I think it's it's a good thing to um have such experience before we have a really job."
ICNALE,naturalistic_data_L2_speech,"I think for college student a parttime job is important,and it's very beneficial because parttime job can provide them with social experience and their skills interact and communicate with people and they can give and they can give them firsthand knowledge of their jobs and what what they will do in a future career.",2,give,nsubj aux verb dative dobj cc conj,"nsubj aux verb dative dobj cc conj [SEP] give [SEP] I think for college student a parttime job is important,and it's very beneficial because parttime job can provide them with social experience and their skills interact and communicate with people and they can give and they can give them firsthand knowledge of their jobs and what what they will do in a future career."
ICNALE,naturalistic_data_L2_speech,"Um,many students think parttime jobs are very important for college students and they,um,I think that maybe for some college students,they're important and there're others who don't think so.",8,think,nsubj punct intj punct nsubj verb ccomp punct,"nsubj punct intj punct nsubj verb ccomp punct [SEP] think [SEP] Um,many students think parttime jobs are very important for college students and they,um,I think that maybe for some college students,they're important and there're others who don't think so."
ICNALE,naturalistic_data_L2_speech,I think that finding something to do after class is very important for students.,8,find,verb dobj,verb dobj [SEP] find [SEP] I think that finding something to do after class is very important for students.
ICNALE,naturalistic_data_L2_speech,"That is to say,you can't uh get a high level,ah,when you when you,ah,do these jobs.",8,do,advmod nsubj advcl intj punct verb dobj,"advmod nsubj advcl intj punct verb dobj [SEP] do [SEP] That is to say,you can't uh get a high level,ah,when you when you,ah,do these jobs."
ICNALE,naturalistic_data_L2_speech,Students can make some money from a parttime job which helps them to unload their family's financial burden.,8,unload,nsubj aux verb dobj,nsubj aux verb dobj [SEP] unload [SEP] Students can make some money from a parttime job which helps them to unload their family's financial burden.
ICNALE,naturalistic_data_L2_speech,"We do a parttime job that we can earn some extra money,extra money that we,um,can make a lot.",8,earn,dobj nsubj aux verb dobj,"dobj nsubj aux verb dobj [SEP] earn [SEP] We do a parttime job that we can earn some extra money,extra money that we,um,can make a lot."
ICNALE,naturalistic_data_L2_speech,"But but if you want to have a parttime job,um,importantly you should have a good have a good grade and the grade is uh and so you can have more time and and you think more you think more about the parttime job.",8,have,verb dobj cc conj,"verb dobj cc conj [SEP] have [SEP] But but if you want to have a parttime job,um,importantly you should have a good have a good grade and the grade is uh and so you can have more time and and you think more you think more about the parttime job."
ICNALE,naturalistic_data_L2_speech,I totally agree with that because I have a parttime job now.,7,agree,nsubj advmod verb prep advcl punct,nsubj advmod verb prep advcl punct [SEP] agree [SEP] I totally agree with that because I have a parttime job now.
ICNALE,naturalistic_data_L2_speech,"Uh,this is al also a opportunity,um,to to make him himself to be a a better or or a good person to to suit the society and uh,um,uh,what's more,to do some parttime job maybe you can,uh,let us know...",9,let,aux punct intj punct verb ccomp,"aux punct intj punct verb ccomp [SEP] let [SEP] Uh,this is al also a opportunity,um,to to make him himself to be a a better or or a good person to to suit the society and uh,um,uh,what's more,to do some parttime job maybe you can,uh,let us know..."
ICNALE,naturalistic_data_L2_speech,"Um,according to me,first,I think that it's it it's unnecessary for the students which in university to,um,take the parttime job,because,um,our first task is to study hard and if we if we use the time to do the parttime job,um,in spite of we can get money,but we may,um,use the less time to study and I think that we should,uh,uh,uh,take more activities in university and then,we can improve ourselves in all kinds all kinds of the ability to make our self more perfect.",8,improve,advmod punct nsubj aux verb dobj prep dobj,"advmod punct nsubj aux verb dobj prep dobj [SEP] improve [SEP] Um,according to me,first,I think that it's it it's unnecessary for the students which in university to,um,take the parttime job,because,um,our first task is to study hard and if we if we use the time to do the parttime job,um,in spite of we can get money,but we may,um,use the less time to study and I think that we should,uh,uh,uh,take more activities in university and then,we can improve ourselves in all kinds all kinds of the ability to make our self more perfect."
ICNALE,naturalistic_data_L2_speech,"From my from my point of view,taking a parttime job has two aspects for us.",8,take,verb dobj,"verb dobj [SEP] take [SEP] From my from my point of view,taking a parttime job has two aspects for us."
ICNALE,naturalistic_data_L2_speech,"At the same at the same time,they can learn to communicate communicate with the others uh and prepare for uh and get a prior position for themselves before they enter into the society.",8,get,verb dobj advcl,"verb dobj advcl [SEP] get [SEP] At the same at the same time,they can learn to communicate communicate with the others uh and prepare for uh and get a prior position for themselves before they enter into the society."
ICNALE,naturalistic_data_L2_speech,"Students can make some money from parttime job which help them to lower their family's burden and some of some students from poor family cannot afford college fees and our bank loan college students effectively as it does in developed countries and taking parttime job become a way for them to make independence in comfort life,so I think it is very good for college students to have a parttime job.",8,make,mark nsubj aux verb dobj prep,"mark nsubj aux verb dobj prep [SEP] make [SEP] Students can make some money from parttime job which help them to lower their family's burden and some of some students from poor family cannot afford college fees and our bank loan college students effectively as it does in developed countries and taking parttime job become a way for them to make independence in comfort life,so I think it is very good for college students to have a parttime job."
ICNALE,naturalistic_data_L2_speech,"Finally,students can make some money which can help them to release uh their families' financial burden and to have some things to buy what he wants...",8,have,aux verb dobj,"aux verb dobj [SEP] have [SEP] Finally,students can make some money which can help them to release uh their families' financial burden and to have some things to buy what he wants..."
ICNALE,naturalistic_data_L2_speech,"I think it's an important step step towards to have towards the world as adults and secondly,I think that doing parttime job,they have students to gain experience in handling with people in the society and also handling their own problems in all fields in their lives and thirdly,I think that nowadays,students may claim that they have a lot of studies,school work to do in college.",8,claim,mark advmod punct nsubj aux verb ccomp conj,"mark advmod punct nsubj aux verb ccomp conj [SEP] claim [SEP] I think it's an important step step towards to have towards the world as adults and secondly,I think that doing parttime job,they have students to gain experience in handling with people in the society and also handling their own problems in all fields in their lives and thirdly,I think that nowadays,students may claim that they have a lot of studies,school work to do in college."
ICNALE,naturalistic_data_L2_speech,"I think it's important for some of the students which their family's economy structure not so good,so they can have a parttime job in a college and have some extra income,but I think for college student his or her,what she or her should he or she should do is study and if she if he or she do not study well then he then the person shouldn't get a parttime job,that will influence their study and maybe cause more problem about their college life.",8,think,nsubj verb prep ccomp,"nsubj verb prep ccomp [SEP] think [SEP] I think it's important for some of the students which their family's economy structure not so good,so they can have a parttime job in a college and have some extra income,but I think for college student his or her,what she or her should he or she should do is study and if she if he or she do not study well then he then the person shouldn't get a parttime job,that will influence their study and maybe cause more problem about their college life."
ICNALE,naturalistic_data_L2_speech,You can know Japanese people.,8,know,nsubj aux verb dobj punct,nsubj aux verb dobj punct [SEP] know [SEP] You can know Japanese people.
ICNALE,naturalistic_data_L2_speech,"In my opinion,I am in favor of taking parttime job but we have to keep a balance...",8,take,verb dobj,"verb dobj [SEP] take [SEP] In my opinion,I am in favor of taking parttime job but we have to keep a balance..."
ICNALE,naturalistic_data_L2_speech,"On the one hand,ambition to gain an income,college students taking a parttime job can enjoy a more exciting lifestyle as they can meet people from all walks of life and uh develop a sense of responsibility which can't be learned in the classroom,on the other hand,students who take a parttime job may have less time focused on study and it's basic as if they're in both the parttime job and study.",8,develop,intj verb dobj,"intj verb dobj [SEP] develop [SEP] On the one hand,ambition to gain an income,college students taking a parttime job can enjoy a more exciting lifestyle as they can meet people from all walks of life and uh develop a sense of responsibility which can't be learned in the classroom,on the other hand,students who take a parttime job may have less time focused on study and it's basic as if they're in both the parttime job and study."
ICNALE,naturalistic_data_L2_speech,holding a parttime job during college is important for many reasons.,8,hold,verb dobj prep,verb dobj prep [SEP] hold [SEP] holding a parttime job during college is important for many reasons.
ICNALE,naturalistic_data_L2_speech,"So we should prepare well for the job market and we should work harder and but before these before this before those,we should we should work very hard to get to the job market and we should should learn while we are in school and very,very,very and...",7,learn,nsubj aux aux verb advcl punct,"nsubj aux aux verb advcl punct [SEP] learn [SEP] So we should prepare well for the job market and we should work harder and but before these before this before those,we should we should work very hard to get to the job market and we should should learn while we are in school and very,very,very and..."
ICNALE,naturalistic_data_L2_speech,We can learn more knowledge which we can't learn from our books and we can get more social experience and we can make more friends from our parttime job.,8,learn,nsubj aux verb dobj cc conj,nsubj aux verb dobj cc conj [SEP] learn [SEP] We can learn more knowledge which we can't learn from our books and we can get more social experience and we can make more friends from our parttime job.
ICNALE,naturalistic_data_L2_speech,The reason why I think college students should do parttime job are the follow are the three following.,8,think,advmod nsubj verb ccomp,advmod nsubj verb ccomp [SEP] think [SEP] The reason why I think college students should do parttime job are the follow are the three following.
ICNALE,naturalistic_data_L2_speech,We can read more books to to get more knowledge and or we can we can do other activities to broaden our horizons and enrich our experience or we can do some sports to improve our physical level.,8,do,aux nsubj aux verb dobj cc conj punct,aux nsubj aux verb dobj cc conj punct [SEP] do [SEP] We can read more books to to get more knowledge and or we can we can do other activities to broaden our horizons and enrich our experience or we can do some sports to improve our physical level.
ICNALE,naturalistic_data_L2_speech,"So a parttime job can uh give them more experience,can make them um learn um learn more about the society hori their uh uh to enlarge their horizons.",8,enlarge,aux verb dobj,"aux verb dobj [SEP] enlarge [SEP] So a parttime job can uh give them more experience,can make them um learn um learn more about the society hori their uh uh to enlarge their horizons."
ICNALE,naturalistic_data_L2_speech,"College student is a college students are the,uh,people who,uh,um,transform from,um,transform the from,uh,high school,in a high school to,um,uh,from from school to,uh,uh,a society.",4,transform,verb dobj prep,"verb dobj prep [SEP] transform [SEP] College student is a college students are the,uh,people who,uh,um,transform from,um,transform the from,uh,high school,in a high school to,um,uh,from from school to,uh,uh,a society."
ICNALE,naturalistic_data_L2_speech,It is believed that most students don't know how to use their spare time.,8,know,mark nsubj aux neg verb xcomp,mark nsubj aux neg verb xcomp [SEP] know [SEP] It is believed that most students don't know how to use their spare time.
ICNALE,naturalistic_data_L2_speech,"We do a parttime job that we can earn some extra money,extra money that we,um,can make a lot.",8,do,nsubj verb dobj punct dobj punct,"nsubj verb dobj punct dobj punct [SEP] do [SEP] We do a parttime job that we can earn some extra money,extra money that we,um,can make a lot."
ICNALE,naturalistic_data_L2_speech,"So when they earn their own money they soon realize the difference between need,uh,and want.",8,earn,advmod nsubj verb dobj,"advmod nsubj verb dobj [SEP] earn [SEP] So when they earn their own money they soon realize the difference between need,uh,and want."
ICNALE,naturalistic_data_L2_speech,"As a student,in now,in my situation,I agree with this absolutely.",7,agree,prep punct prep punct prep punct nsubj verb prep advmod punct,"prep punct prep punct prep punct nsubj verb prep advmod punct [SEP] agree [SEP] As a student,in now,in my situation,I agree with this absolutely."
ICNALE,naturalistic_data_L2_speech,"So the first time we we go to the job market,it's it's a very good chance for us to learn about learn from others.",7,learn,verb prep,"verb prep [SEP] learn [SEP] So the first time we we go to the job market,it's it's a very good chance for us to learn about learn from others."
ICNALE,naturalistic_data_L2_speech,I agree we should take parttime job.,8,agree,nsubj verb ccomp punct,nsubj verb ccomp punct [SEP] agree [SEP] I agree we should take parttime job.
ICNALE,naturalistic_data_L2_speech,"First,uh,it's a good opportunity for you to communicate with the society and to communicate with other peoples,because,uh,college students study only in the college and you don't have the opportunity to communicate with the society and parttime job offer you earn opportunity to communicate with the society and,uh,besides the parttime job also offered you a chance to learn more about yourself and it can help you to find out what you really like and which kind of profession you really want to be.",8,have,nsubj aux neg verb dobj,"nsubj aux neg verb dobj [SEP] have [SEP] First,uh,it's a good opportunity for you to communicate with the society and to communicate with other peoples,because,uh,college students study only in the college and you don't have the opportunity to communicate with the society and parttime job offer you earn opportunity to communicate with the society and,uh,besides the parttime job also offered you a chance to learn more about yourself and it can help you to find out what you really like and which kind of profession you really want to be."
ICNALE,naturalistic_data_L2_speech,It's very useful for them to go out of the campus.,0,be,nsubj verb acomp advcl punct,nsubj verb acomp advcl punct [SEP] be [SEP] It's very useful for them to go out of the campus.
ICNALE,naturalistic_data_L2_speech,"Save money is also is some kind of superficial things but I have but I will earning some valuable and social experience,it was great and,well,it was valuable to have social activities,which will teach us how to...",8,have,aux verb dobj,"aux verb dobj [SEP] have [SEP] Save money is also is some kind of superficial things but I have but I will earning some valuable and social experience,it was great and,well,it was valuable to have social activities,which will teach us how to..."
ICNALE,naturalistic_data_L2_speech,That's all.,0,be,nsubj verb attr punct,nsubj verb attr punct [SEP] be [SEP] That's all.
ICNALE,naturalistic_data_L2_speech,"I agree,um,only if,uh,they want to,uh,expand their horizon or,um,or or to achieve some knowledge,uh,out of their class.",8,expand,aux verb dobj punct intj punct cc cc conj punct intj punct prep,"aux verb dobj punct intj punct cc cc conj punct intj punct prep [SEP] expand [SEP] I agree,um,only if,uh,they want to,uh,expand their horizon or,um,or or to achieve some knowledge,uh,out of their class."
ICNALE,naturalistic_data_L2_speech,"Nowadays,taking a parttime job has become a choice for more and more college students to learn social skills as well as to earn some pocket money.",5,become,advmod punct csubj aux verb attr punct,"advmod punct csubj aux verb attr punct [SEP] become [SEP] Nowadays,taking a parttime job has become a choice for more and more college students to learn social skills as well as to earn some pocket money."
ICNALE,naturalistic_data_L2_speech,"As for me,I think college students should do some parttime job.",8,think,prep punct nsubj verb ccomp punct,"prep punct nsubj verb ccomp punct [SEP] think [SEP] As for me,I think college students should do some parttime job."
ICNALE,naturalistic_data_L2_speech,"So,I think it isn't necessary for college students to have a parttime job when they are in college.",8,have,mark nsubj aux verb dobj advcl,"mark nsubj aux verb dobj advcl [SEP] have [SEP] So,I think it isn't necessary for college students to have a parttime job when they are in college."
ICNALE,naturalistic_data_L2_speech,"This has a parttime job can help you to make more money,because the college students,you maybe don't want to always ask,uh,money from from your families and you want to,uh,become independent and the first step to be to independent is to make money by...",5,become,aux punct intj punct verb acomp cc conj,"aux punct intj punct verb acomp cc conj [SEP] become [SEP] This has a parttime job can help you to make more money,because the college students,you maybe don't want to always ask,uh,money from from your families and you want to,uh,become independent and the first step to be to independent is to make money by..."
ICNALE,naturalistic_data_L2_speech,And so that's why a parttime job probably helps in accomplishing and although I don't like parttime job I don't really I really can't give you a a lot of substance really.,0,be,cc advmod nsubj verb ccomp advcl conj ccomp punct,cc advmod nsubj verb ccomp advcl conj ccomp punct [SEP] be [SEP] And so that's why a parttime job probably helps in accomplishing and although I don't like parttime job I don't really I really can't give you a a lot of substance really.
ICNALE,naturalistic_data_L2_speech,"However,still many people think taking parttime job may have some negative effects on student.",1,have,csubj aux verb dobj,"csubj aux verb dobj [SEP] have [SEP] However,still many people think taking parttime job may have some negative effects on student."
ICNALE,naturalistic_data_L2_speech,"Now,there is a heated discussion between people that should college student should college student have a parttime job.",3,be,advmod punct expl verb attr punct,"advmod punct expl verb attr punct [SEP] be [SEP] Now,there is a heated discussion between people that should college student should college student have a parttime job."
ICNALE,naturalistic_data_L2_speech,"Nowadays,many people think college students should take a parttime job.",8,think,advmod punct nsubj verb ccomp punct,"advmod punct nsubj verb ccomp punct [SEP] think [SEP] Nowadays,many people think college students should take a parttime job."
ICNALE,naturalistic_data_L2_speech,And the second one second opinion I think because we must see the...,8,see,mark nsubj aux verb dobj,mark nsubj aux verb dobj [SEP] see [SEP] And the second one second opinion I think because we must see the...
ICNALE,naturalistic_data_L2_speech,"I think it's very good for college student to have a parttime job because students can make some money from a parttime job,which help them to lower their family' financial burden.",1,make,mark nsubj aux verb dobj prep,"mark nsubj aux verb dobj prep [SEP] make [SEP] I think it's very good for college student to have a parttime job because students can make some money from a parttime job,which help them to lower their family' financial burden."
ICNALE,naturalistic_data_L2_speech,We can develop our independence which is important for us to show in our future work.,8,develop,nsubj aux verb dobj punct,nsubj aux verb dobj punct [SEP] develop [SEP] We can develop our independence which is important for us to show in our future work.
ICNALE,naturalistic_data_L2_speech,"Uh,in the modern society,almost everyone has the certification of college,but not everyone,uh,can be,uh,can be chosen to the very very good,very grand com company,because they lack they have lack of social experience and,uh,if you take a parttime job,you can expand your horizon and you can you can learn you'll learn to how to get along with,uh,with others and you will learn how you will learn to improve your social ability,your working abilities and so...",8,have,intj punct prep punct nsubj verb dobj,"intj punct prep punct nsubj verb dobj [SEP] have [SEP] Uh,in the modern society,almost everyone has the certification of college,but not everyone,uh,can be,uh,can be chosen to the very very good,very grand com company,because they lack they have lack of social experience and,uh,if you take a parttime job,you can expand your horizon and you can you can learn you'll learn to how to get along with,uh,with others and you will learn how you will learn to improve your social ability,your working abilities and so..."
ICNALE,naturalistic_data_L2_speech,And I think uh doing some parttime jobs can give the students a chance to know the society and to to learn how to be independent.,8,think,cc nsubj verb intj ccomp punct,cc nsubj verb intj ccomp punct [SEP] think [SEP] And I think uh doing some parttime jobs can give the students a chance to know the society and to to learn how to be independent.
ICNALE,naturalistic_data_L2_speech,"As I see it,there are both benefits and drawbacks for college students taking a parttime job.",3,be,advcl punct expl verb dep attr punct,"advcl punct expl verb dep attr punct [SEP] be [SEP] As I see it,there are both benefits and drawbacks for college students taking a parttime job."
ICNALE,naturalistic_data_L2_speech,"Uh,I think to take a a have a parttime job is a good decision because you can earn money uh earn money in a parttime job and uh uh you earn to give your family a backup extra on of living and uh then you can make many friends when you uh have the part are doing the parttime job and you can talk with them and have a lot of a lot of knowledge and then uh having a parttime job is like you are one of the uh you are a member of of the society and you can see how the society works and uh uh you can maybe uh uh promote your like talking skills and some other and then,I think a parttime job will give you some interesting things in your life and you can enjoy your life in that way,uh.",7,talk,nsubj aux verb prep cc conj conj,"nsubj aux verb prep cc conj conj [SEP] talk [SEP] Uh,I think to take a a have a parttime job is a good decision because you can earn money uh earn money in a parttime job and uh uh you earn to give your family a backup extra on of living and uh then you can make many friends when you uh have the part are doing the parttime job and you can talk with them and have a lot of a lot of knowledge and then uh having a parttime job is like you are one of the uh you are a member of of the society and you can see how the society works and uh uh you can maybe uh uh promote your like talking skills and some other and then,I think a parttime job will give you some interesting things in your life and you can enjoy your life in that way,uh."
ICNALE,naturalistic_data_L2_speech,"So,their duty is to try their best and try their all energy to study at the university,but I think,uh,it will it has a lot lot of good things after doing the parttime jobs.",8,try,verb dobj xcomp,"verb dobj xcomp [SEP] try [SEP] So,their duty is to try their best and try their all energy to study at the university,but I think,uh,it will it has a lot lot of good things after doing the parttime jobs."
ICNALE,naturalistic_data_L2_speech,"Well,I think college,uh;students could take a parttime job,um,because lots of my friends have work experience and,uh,have a more independent life.",8,think,intj punct nsubj verb ccomp punct,"intj punct nsubj verb ccomp punct [SEP] think [SEP] Well,I think college,uh;students could take a parttime job,um,because lots of my friends have work experience and,uh,have a more independent life."
ICNALE,naturalistic_data_L2_speech,"As we all know,some college students,uh,come from poor family and they let parents do not give them too money.",9,let,nsubj verb ccomp punct,"nsubj verb ccomp punct [SEP] let [SEP] As we all know,some college students,uh,come from poor family and they let parents do not give them too money."
ICNALE,naturalistic_data_L2_speech,"But I think it's I think it's not the money you get can't I think that money you get will can't be you know that,I don't know how to describe that.",8,describe,advmod aux verb dobj,"advmod aux verb dobj [SEP] describe [SEP] But I think it's I think it's not the money you get can't I think that money you get will can't be you know that,I don't know how to describe that."
ICNALE,naturalistic_data_L2_speech,"I disagree because some students don't have much after having enough time to study and they don't have much leisure time to spend so if you if they should take the parttime job,they may have less time to spend on their study.",8,spend,aux verb prep,"aux verb prep [SEP] spend [SEP] I disagree because some students don't have much after having enough time to study and they don't have much leisure time to spend so if you if they should take the parttime job,they may have less time to spend on their study."
ICNALE,naturalistic_data_L2_speech,"Um,according to me,first,I think that it's it it's unnecessary for the students which in university to,um,take the parttime job,because,um,our first task is to study hard and if we if we use the time to do the parttime job,um,in spite of we can get money,but we may,um,use the less time to study and I think that we should,uh,uh,uh,take more activities in university and then,we can improve ourselves in all kinds all kinds of the ability to make our self more perfect.",8,think,intj punct prep punct advmod punct nsubj verb ccomp advcl punct cc conj,"intj punct prep punct advmod punct nsubj verb ccomp advcl punct cc conj [SEP] think [SEP] Um,according to me,first,I think that it's it it's unnecessary for the students which in university to,um,take the parttime job,because,um,our first task is to study hard and if we if we use the time to do the parttime job,um,in spite of we can get money,but we may,um,use the less time to study and I think that we should,uh,uh,uh,take more activities in university and then,we can improve ourselves in all kinds all kinds of the ability to make our self more perfect."
ICNALE,naturalistic_data_L2_speech,It's very useful for them to go out of the campus.,4,go,mark nsubj aux verb prep,mark nsubj aux verb prep [SEP] go [SEP] It's very useful for them to go out of the campus.
ICNALE,naturalistic_data_L2_speech,I think it's important for our college students should do parttime job.,8,think,nsubj verb ccomp punct,nsubj verb ccomp punct [SEP] think [SEP] I think it's important for our college students should do parttime job.
ICNALE,naturalistic_data_L2_speech,It's a big fortune for them and I think this I think the college students should have their planning attitude to the parttime job.,8,think,nsubj verb dobj ccomp punct,nsubj verb dobj ccomp punct [SEP] think [SEP] It's a big fortune for them and I think this I think the college students should have their planning attitude to the parttime job.
ICNALE,naturalistic_data_L2_speech,We can make some do do some tutor of and do or we can send uh some advertisement paper or you can just do some parttime job in the internet.,8,send,nsubj aux verb intj dobj cc conj punct,nsubj aux verb intj dobj cc conj punct [SEP] send [SEP] We can make some do do some tutor of and do or we can send uh some advertisement paper or you can just do some parttime job in the internet.
ICNALE,naturalistic_data_L2_speech,We can do many jobs and many abilities will be practiced such as or doing something by yourself.,8,do,nsubj aux verb dobj conj punct,nsubj aux verb dobj conj punct [SEP] do [SEP] We can do many jobs and many abilities will be practiced such as or doing something by yourself.
